Name,Specialisation,City,Hospital/Clinic,Experience,Padma_Vibhushan,Padma_Bhushan,Padma_Shri,Dhanvantari_Award,BC_Roy_National_Award,Other_Awards
Dr. Paresh K. Doshi,Neurosurgeon, Mumbai," Jaslok Hospital, Mumbai",21,0,0,0,0,0,2
Dr. Jashan Vishwanath,, Mumbai," Jaslok Hospital, Mumbai",15,0,0,0,0,0,3
Dr. Bhaskar Borah,Urologist, New Delhi,", Urologist and Renal Transplant Specialist",0,0,0,0,0,0,2
Dr. Shilpita Banerjee,Gynaecologist and Obstetrician, Kolkata," AMRI Hospital, Kolkata (Mukundapur)",16,0,0,0,0,0,8
Sanjay Choudhary,General Paediatrician, Jaipur, Fortis Escorts Hospital Jaipur,15,0,0,0,0,0,9
Dr. Sushil Gupta,Pulmonologist, Ludhiana, Fortis Hospital Ludhiana,16,0,0,0,0,0,1
Dr. Sagar Gupta,Nephrologist, Faridabad," Metro Hospital and Heart Institute, Faridabad",16,0,0,0,0,0,6
Dr. Belliappa M S,Radiation Oncologist, Bangalore," HCG Cancer Centre, Bangalore",26,0,0,0,0,0,2
Dr. Rima Khanna,Neurologist, New Delhi," Fortis Hospital, Shalimar Bagh, New Delhi",12,0,0,0,0,0,8
Dr. Rushi Deshpande,Nephrologist, Mumbai," Jaslok Hospital, Mumbai",16,0,0,0,0,0,10
Dr. Bhumika Kotecha Mundhe,Gynaecologist and Obstetrician, Mumbai," Saifee Hospital, Mumbai",14,0,0,0,0,0,1
Dr. Vishal Kundnani,Spine Surgeon, Mumbai,,14,0,0,0,0,0,5
Dr. Gayathri Gopalakrishnan,Medical Gastroenterologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",18,0,0,0,0,0,10
Dr. Manjula A Patil,Gynaecologist and Obstetrician, Bangalore,", Infertility Specialist",0,0,0,0,0,0,3
Dr. Ashok Kumar P,Interventional Cardiologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",12,0,0,0,0,0,1
Dr Naveen Ganjoo,Medical Gastroenterologist, Bangalore, SS SPARSH Hospital (Mysore Road) Bangalore,15,0,0,0,0,0,10
Dr. Nimish Gupta,Nephrologist, Faridabad," Metro Hospital and Heart Institute, Faridabad",17,0,0,0,0,0,3
Dr. Prachee Sujay Kulkarni,Gynaecologist and Obstetrician, Hyderabad," Indira IVF Hospital, Hyderabad ",16,0,0,0,0,0,10
Dr. Amar Vennapusa,Obesity and Bariatric Surgeon, Hyderabad,,17,0,0,0,0,0,2
Dr Safiuddin Nadwi,Orthopaedic Oncosurgeon, Mumbai," Apollo Spectra Hospital, Mumbai",7,0,0,0,0,0,3
Dr Pradeep G,Cardiac Surgeon, Chennai," MGM Healthcare, Chennai",7,0,0,0,0,0,8
Dr. Amrita Ramaswami,Medical Oncologist, Gurgaon," Medanta - The Medicity, Gurgaon",8,0,0,0,0,0,4
Dr. Mamta Sahu,Gynaecologist and Obstetrician, Noida,", Infertility Specialist",0,0,0,0,0,0,6
Dr. Rituraj Baruah,Ophthalmologist, Gurgaon," Artemis Hospital, Gurgaon",16,0,0,0,0,0,9
Dr. Sanjeev Kapoor,Rheumatologist, New Delhi," Indian Spinal Injuries Center, New Delhi",23,0,0,0,0,0,6
Dr. Tulip Chamany,General Surgeon, Bangalore,Advanced Laparoscopic,0,0,0,0,0,0,4
Dr. Vikas Ellur,Paediatric Orthopedecian, Bangalore, Sparsh Hospital (Yeshwanthpur) Bangalore,12,0,0,0,0,0,3
Dr. Amit K. Jotwani,Radiation Oncologist, Hyderabad,,10,0,0,0,0,0,10
Dr. Vinay Goyal,Neurologist, Gurgaon," Medanta - The Medicity, Gurgaon",21,0,0,0,0,0,10
Dr. Mala Sibal,Gynaecologist and Obstetrician, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,29,0,0,0,0,0,7
Dr. Prathima Radhakrishnan,Gynaecologist and Obstetrician, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,28,0,0,0,0,0,7
Dr. Hansa Gupta,Interventional Cardiologist, Gurgaon," Miracle Mediclinic Hospital, Gurgaon",11,0,0,0,0,0,4
Dr. Sandeep Chopra,Cardiac Surgeon, Ludhiana, Fortis Hospital Ludhiana,15,0,0,0,0,0,2
Dr. N Ashwak Ahmed,Dermatologist, Chennai," Apollo Specialty Hospital, OMR",13,0,0,0,0,0,2
Dr. Thankam S,Gynaecologist and Obstetrician, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,25,0,0,0,0,0,1
Dr. Biplab Deb,Gynaecologist and Obstetrician, Kolkata," AMRI Hospitals, Saltlake",19,0,0,0,0,0,2
Dr. Sumant Gupta,Medical Oncologist, Faridabad," Sarvodaya Hospital, Faridabad",8,0,0,0,0,0,2
Dr. Amith Reddy P,Orthopaedic and Joint Replacement Surgeon, Hyderabad,Arthoscopy and Sports Medicine,8,0,0,0,0,0,8
Dr. Senthil Kumar,Surgical Oncologist, Chennai," MIOT International, Chennai",13,0,0,0,0,0,8
Dr. S.Bharti,Ophthalmologist, New Delhi," Bharti Eye Hospital, New Delhi",39,0,0,0,0,0,9
Dr. Sanjeev Chaudhary,Interventional Cardiologist, Gurgaon," W Pratiksha Hospital, Gurgaon",13,0,0,0,0,0,2
Dr Bhupendra Pratap,Orthopaedic and Joint Replacement Surgeon, New Delhi," BLK Super Speciality Hospital, New Delhi",13,0,0,0,0,0,2
Dr. Raghuram G,Neurosurgeon, Bangalore," Columbia Asia Hospital, Bangalore(Whitefield)",9,0,0,0,0,0,7
Dr. Bharath K. Kadadi,Orthopaedic and Joint Replacement Surgeon, Bangalore,Arthoscopy and Sports Medicine,0,0,0,0,0,0,10
Dr. Gurmeet Singh Chabbra,Pulmonologist, Faridabad," QRG Health City, Faridabad",19,0,0,0,0,0,1
Dr. S Palaniappan,Medical Gastroenterologist, Chennai," MIOT International, Chennai",29,0,0,0,0,0,10
Dr. Y Murali Krishna,Neurosurgeon, Hyderabad," Aster Prime Hospital, Hyderabad",20,0,0,0,0,0,9
Dr. Gunjan Sachdeva,ENT Surgeon, Gurgaon," W Pratiksha Hospital, Gurgaon",13,0,0,0,0,0,5
Dr. Avinash.KM,Neurosurgeon, Bangalore," Columbia Asia Hospital, Bangalore(Whitefield)",12,0,0,0,0,0,8
Dr.Deepak Kumar C,Nephrologist, Bangalore," Columbia Asia Hospital, Bangalore(Whitefield)",10,0,0,0,0,0,6
Dr. Geeti Mahajan,Endocrinologist, Gurgaon,,5,0,0,0,0,0,10
Dr. Sai Sudhakar,Interventional Cardiologist, Hyderabad," Global Hospitals, Hyderabad",8,0,0,0,0,0,6
Dr Boby Varkey Maramattom,Neurologist, Kochi, Aster Medcity Kochi,14,0,0,0,0,0,6
Dr. Rajashekar V,Orthopaedic and Joint Replacement Surgeon, Hyderabad," Aster Prime Hospital, Hyderabad",27,0,0,0,0,0,3
Dr. Amit Kapoor,Neurosurgeon, Mumbai," Apollo Hospitals, Mumbai",10,0,0,0,0,0,2
Dr. Mayur Mhatre,Neurologist, Mumbai," Apollo Hospitals, Mumbai",10,0,0,0,0,0,4
Dr. Rajesh Shinde,Surgical Oncologist, Mumbai," Apollo Hospitals, Mumbai",10,0,0,0,0,0,6
Dr. Sameer Chaudhari,Orthopaedic and Joint Replacement Surgeon, Mumbai," Apollo Hospitals, Mumbai",10,0,0,0,0,0,10
Dr. Vikram Raut,Liver Transplant Surgeon, Mumbai," Apollo Hospitals, Mumbai",10,0,0,0,0,0,6
Dr. Akanksha Chichra,Pediatric Hematologist, Mumbai,,10,0,0,0,0,0,5
Dr. Purvi Kadakia Kutty,Pediatric Hematologist, Mumbai," Apollo Hospitals, Mumbai",10,0,0,0,0,0,3
Dr. Piyush Singhania,Urologist and Renal Transplant Specialist, Mumbai," Apollo Hospitals, Mumbai",11,0,0,0,0,0,3
Dr. Sanish Shrikant Shringarpure,Urologist and Renal Transplant Specialist, Mumbai,Endourologist,11,0,0,0,0,0,10
Dr. Swapnil Sharma,Liver Transplant Surgeon, Mumbai," Fortis Hiranandani Hospital, Vashi",12,0,0,0,0,0,1
Dr. Avinash Borade,ENT Surgeon, Mumbai," Fortis Hiranandani Hospital, Vashi",10,0,0,0,0,0,6
Dr. Orpha Kalel,ENT Surgeon, Mumbai," Fortis Hiranandani Hospital, Vashi",13,0,0,0,0,0,9
Dr. Jayendra Yadav,Neurologist, Mumbai," Fortis Hiranandani Hospital, Vashi",12,0,0,0,0,0,4
Dr. Uma Dangi,Medical Oncologist, Mumbai," Fortis Hiranandani Hospital, Vashi",13,0,0,0,0,0,9
Dr. Preyas Vaidya,Pulmonologist, Mumbai," Fortis Hiranandani Hospital, Vashi",13,0,0,0,0,0,9
Dr. Soumyan Dey,Urologist, Mumbai," Fortis Hiranandani Hospital, Vashi",13,0,0,0,0,0,4
Dr. Asavari Dongre,Gynaecologist and Obstetrician, Mumbai,", Infertility Specialist",0,0,0,0,0,0,8
Dr. Ankur Phatarpekar,Interventional Cardiologist, Mumbai," S. L. Raheja Hospital, Mumbai",14,0,0,0,0,0,1
Dr. Govindasamy Ramachandran,Spine Surgeon, Bangalore," Sakra World Hospital, Bangalore",10,0,0,0,0,0,9
Dr. Abinash Dutta,Neurosurgeon, Bangalore,", Paediatric Neurologist",0,0,0,0,0,0,1
Dr. Siddharth Sonkamble,Interventional Cardiologist, Bangalore," Sakra World Hospital, Bangalore",11,0,0,0,0,0,10
Dr. Bharatraj Banavalikar,Interventional Cardiologist, Bangalore," Sakra World Hospital, Bangalore",10,0,0,0,0,0,1
Dr. Chaitra Gowda,Gynaecologist and Obstetrician, Bangalore," Sakra World Hospital, Bangalore",11,0,0,0,0,0,2
Dr. Handenahally S Nagaraja,Orthopaedic and Joint Replacement Surgeon, Bangalore,Arthoscopy and Sports Medicine,0,0,0,0,0,0,7
Dr. Somyaa Khuller,Surgical Gastroenterologist, Bangalore,Colo-Rectal Surgeon,0,0,0,0,0,0,4
Dr. Sachin S Shetty,Medical Gastroenterologist, Bangalore," Sakra World Hospital, Bangalore",11,0,0,0,0,0,9
Dr. Vijay Kumar H J,Medical Gastroenterologist, Bangalore," Sakra World Hospital, Bangalore",9,0,0,0,0,0,7
Dr. Dali Chandran,ENT Surgeon, Bangalore," Sakra World Hospital, Bangalore",9,0,0,0,0,0,6
Dr. Divya B,ENT Surgeon, Bangalore," Sakra World Hospital, Bangalore",9,0,0,0,0,0,6
Dr. Vani Ayyasamy,Gynaecologist and Obstetrician, Bangalore,", Infertility Specialist",0,0,0,0,0,0,6
Dr. G. Moinoddin,Advanced Laparoscopic, Minimal Access and Bariatric Surgeon,Advanced Laparoscopic,0,0,0,0,0,0,3
Dr. Brahmita Monga,Dermatologist, Gurgaon," Artemis Hospital, Gurgaon",10,0,0,0,0,0,7
Dr Arulselvan V L,Neurologist, Chennai," Apollo Hospitals, Greams Road, Chennai",30,0,0,0,0,0,1
Dr. Kannan S,Surgical Oncologist, Chennai," Apollo Hospitals, Greams Road, Chennai",9,0,0,0,0,0,10
Dr. Sruti Chandrasekan,Endocrinologist, Chennai," Global Hospitals, Chennai",5,0,0,0,0,0,2
Dr. Gandhe Sridhar,Nephrologist, Hyderabad," Global Hospitals, Hyderabad",12,0,0,0,0,0,2
Dr. G. Prabhakaran,Neonatologist, Chennai," Fortis Malar Hospital ,Chennai ",36,0,0,0,0,0,10
Dr. Bijoy Kumar Nayak,Gynaecologist and Obstetrician, New Delhi," Manipal Hospitals Dwarka, Delhi",28,0,0,0,0,0,7
Dr. Sudhir Bhola,Sexologist, New Delhi," Curewell Therapies, New Delhi",30,0,0,0,0,0,8
Dr. Devananda N.S,Cardiac Surgeon, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,28,0,0,0,0,0,5
Dr. Abhishek Kumar Mishra,Orthopaedic and Joint Replacement Surgeon, New Delhi,Hip Surgery,0,0,0,0,0,0,6
Dr. Sanjiv Badhwar,ENT Surgeon, Mumbai,  ,25,0,0,0,0,0,6
Dr. Yash Gulati,Orthopaedic and Joint Replacement Surgeon, New Delhi,Arthoscopy and Sports Medicine,0,0,0,1,0,0,4
Dr. Prerna Badhe,Neurologist, Mumbai," Neurogen Brain and Spine Institute, Mumbai",28,0,0,0,0,0,8
Dr. Abhai Singh,Medical Gastroenterologist, New Delhi," Nayati Medicity, Mathura",25,0,0,0,0,0,6
Dr. Gaurav Gupta,Liver Transplant Surgeon, Mumbai," Fortis Hospital, Mulund, Mumbai",15,0,0,0,0,0,8
Dr. Devananda N.S,Cardiac Surgeon, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,28,0,0,0,0,0,8
Dr. Abhishek Kumar Mishra,Orthopaedic and Joint Replacement Surgeon, New Delhi,Hip Surgery,0,0,0,0,0,0,5
Dr. Sanjiv Badhwar,ENT Surgeon, Mumbai,  ,25,0,0,0,0,0,4
Dr. Yash Gulati,Orthopaedic and Joint Replacement Surgeon, New Delhi,Arthoscopy and Sports Medicine,0,0,0,1,0,0,3
Dr. Prerna Badhe,Neurologist, Mumbai," Neurogen Brain and Spine Institute, Mumbai",28,0,0,0,0,0,5
Dr. Abhai Singh,Medical Gastroenterologist, New Delhi," Nayati Medicity, Mathura",25,0,0,0,0,0,5
Dr. Gaurav Gupta,Liver Transplant Surgeon, Mumbai," Fortis Hospital, Mulund, Mumbai",15,0,0,0,0,0,7
Dr. Arun Kumar Goel,Surgical Oncologist, Ghaziabad," Max Super Speciality Hospital, Vaishali",33,0,0,0,0,0,4
Dr. Bhawna Sirohi,Medical Oncologist, New Delhi,  ,25,0,0,0,0,0,5
Dr. Pramod Bhor,Orthopaedic and Joint Replacement Surgeon, Mumbai,Hip Surgery,25,0,0,0,0,0,8
Dr. Rajiv Chhabra,General Paediatrician, Gurgaon," Artemis Hospital, Gurgaon",21,0,0,0,0,0,3
Dr. Pooja Agarwal,General Surgeon, Kolkata," AMRI Hospital, Kolkata (Dhakuria)",11,0,0,0,0,0,4
Dr. Koushik N,Pulmonologist, Bangalore," Columbia Asia Hospital, Bangalore(Whitefield)",19,0,0,0,0,0,2
Dr. Manoharan B,Nephrologist, Bangalore," Columbia Asia Hospital, Bangalore(Whitefield)",15,0,0,0,0,0,5
Dr. Neetu Sharma,Ophthalmologist, Noida,Cataract Surgeon,15,0,0,0,0,0,1
Dr. Dhirendra Singh Kushwah,ENT Surgeon, New Delhi,,18,0,0,0,0,0,7
Dr. Shradha Chaudhari,Gynaecologist and Obstetrician, Gurgaon," Medanta - The Medicity, Gurgaon",17,0,0,0,0,0,2
Dr. Kiran Harsha Melkote,Orthopaedic and Joint Replacement Surgeon, Gurgaon,Foot and Ankle Surgery,0,0,0,0,0,0,2
Dr. Pawan Goyal,Neurosurgeon, Gurgaon," Artemis Hospital, Gurgaon",18,0,0,0,0,0,1
Dr. Devendra Solanki,Orthopaedic and Joint Replacement Surgeon, Gurgaon," Artemis Hospital, Gurgaon",14,0,0,0,0,0,5
Dr. Hemant K. Gogia,General Paediatrician, Gurgaon," Artemis Hospital, Gurgaon",20,0,0,0,0,0,7
Dr. Padam Yadav,General Paediatrician, Gurgaon," Artemis Hospital, Gurgaon",19,0,0,0,0,0,7
Dr.Vibhor Sharma,Medical Oncologist, Gurgaon," Paras Hospitals, Gurgaon",14,0,0,0,0,0,1
Dr. Samanjoy Mukherjee,Interventional Cardiologist, New Delhi," Manipal Hospitals Dwarka, Delhi",26,0,0,0,0,0,1
Dr. A.K. Sahani,Neurologist, New Delhi," Indian Spinal Injuries Center, New Delhi",17,0,0,0,0,0,1
Dr. Harish Bhat N,Urologist, Chennai," MGM Healthcare, Chennai",15,0,0,0,0,0,5
Dr. Pradeep Moonot,Orthopaedic and Joint Replacement Surgeon, Mumbai,Arthoscopy and Sports Medicine,0,0,0,0,0,0,10
Dr. Prashant Mangeshikar,Gynaecologist and Obstetrician, Mumbai," Saifee Hospital, Mumbai",19,0,0,0,0,0,9
Dr. Jui Mandke Parekh,General Paediatrician, Mumbai," Saifee Hospital, Mumbai",14,0,0,0,0,0,6
Dr. Sandeep S,Pulmonologist, Bangalore," BGS Gleneagles Global Hospitals, Bangalore",13,0,0,0,0,0,7
Dr. Veena Acharya,Gynaecologist and Obstetrician, Jaipur," Mahatma Gandhi Medical College & Hospital, Jaipur",40,0,0,0,0,0,7
Dr. JP Dhamija,Interventional Cardiologist, Jaipur," Mahatma Gandhi Medical College & Hospital, Jaipur",40,0,0,0,0,0,10
Dr. Ian Pinto,Medical Oncologist, Mumbai," Breach Candy Hospital, Mumbai",18,0,0,0,0,0,4
Dr. Tarun Kumar,General Surgeon, Noida," Fortis Hospital, Noida",20,0,0,0,0,0,3
Dr. Deepak Agarwal,Neurosurgeon, Gurgaon," Paras Hospitals, Gurgaon",20,0,0,0,0,0,4
Dr. Rajesh Kumar,Neurologist, New Delhi," IBS Institute of Brain and Spine, New Delhi",10,0,0,0,0,0,4
Dr. Sunil Udgire,Pediatric Hematologist, Bangalore,Hematologist,10,0,0,0,0,0,7
Dr. B. Sudhakar,Nephrologist, Hyderabad," Aster Prime Hospital, Hyderabad",30,0,0,0,0,0,6
Dr. Rahul S Kanaka,Surgical Oncologist, Bangalore, Sparsh Hospital (Yeshwanthpur) Bangalore,11,0,0,0,0,0,7
Dr. Debabrata Kumar,Orthopaedic and Joint Replacement Surgeon, Kolkata," AMRI Hospital, Kolkata (Dhakuria)",15,0,0,0,0,0,3
Dr. B. Sudhakar,Nephrologist, Hyderabad," Aster Prime Hospital, Hyderabad",30,0,0,0,0,0,8
Dr. Rahul S Kanaka,Surgical Oncologist, Bangalore, Sparsh Hospital (Yeshwanthpur) Bangalore,11,0,0,0,0,0,2
Dr. Debabrata Kumar,Orthopaedic and Joint Replacement Surgeon, Kolkata," AMRI Hospital, Kolkata (Dhakuria)",15,0,0,0,0,0,8
Dr. Reenu Jain,Gynaecologist and Obstetrician, Noida," Jaypee Hospital, Noida",15,0,0,0,0,0,2
Dr. Rajneesh Kachhara,Neurosurgeon, Gurgaon,", Spine Surgeon",0,0,0,0,0,0,2
Dr. A. M. Bharath Reddy,Cardiac Surgeon, Chennai," Apollo Spectra Hospital, Chennai",13,0,0,0,0,0,6
Dr. Satish Reddy Gandavarapu,Orthopaedic and Joint Replacement Surgeon, Hyderabad,Knee Surgery,0,0,0,0,0,0,4
Dr Sunny Garg,Medical Oncologist, New Delhi," Manipal Hospitals Dwarka, Delhi",8,0,0,0,0,0,5
Dr. Gunjan Kapoor,Interventional Cardiologist, Noida,,24,0,0,0,0,0,6
Dr. Manoj Kumar,Cosmetic Surgeon, Noida," Sharda Hospital, Greater Noida",27,0,0,0,0,0,6
Dr. Seral Kannan,Urologist, Chennai," SIMS Hospital, Vadapalani, Chennai",15,0,0,0,0,0,9
Dr. Neena Bahl,Gynaecologist and Obstetrician, Gurgaon," Fortis Memorial Research Institute, Gurgaon",21,0,0,0,0,0,4
Dr. Chhaya P Vaja,Interventional Cardiologist, Mumbai," Global Hospitals, Mumbai",26,0,0,0,0,0,3
Dr. Girish Warrier,Pediatric Cardiologist, Calicut," Aster MIMS, Calicut",20,0,0,0,0,0,7
Dr. Anil Karapurkar,Neurosurgeon, Mumbai," Breach Candy Hospital, Mumbai",45,0,0,0,0,0,1
Dr. C.B. Prabhu,Orthopaedic and Joint Replacement Surgeon, Bangalore, Apollo Hospital (Bannerghatta Road) Bangalore ,31,0,0,0,0,0,9
Dr. Akhil Kumar Rustagi,Cardiac Surgeon, Noida," Yatharth Super Specialty Hospital, Greater Noida",17,0,0,0,0,0,2
Dr. Rajiv Jain,Orthopaedic and Joint Replacement Surgeon, New Delhi," Max Super Speciality hospital, Patparganj, New Delhi",30,0,0,0,0,0,1
Dr. Ajit Saxena,Urologist, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",32,0,0,0,0,0,2
Dr. Sridhar Devu,Interventional Radiologist, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",11,0,0,0,0,0,7
Dr. Prabhu Doss,Surgical Gastroenterologist, Chennai,Advanced Laparoscopic,0,0,0,0,0,0,3
Dr. Prashant S Joshi,Gynaecologist and Obstetrician, Bangalore," Indira IVF Hospital, Bangalore",15,0,0,0,0,0,9
Dr Shilpi Bhadani ,Cosmetic Surgeon, Gurgaon, SB Aesthetics clinic,16,0,0,0,0,0,5
Dr. Abhishek Deepak,Medical Gastroenterologist, Greater Noida," Sharda Hospital, Greater Noida",14,0,0,0,0,0,5
Dr. Neha Rastogi,Medical Oncologist, Gurgaon," Medanta - The Medicity, Gurgaon",14,0,0,0,0,0,7
Dr. Sumitava Samanta,Neurologist, Kolkata,,0,0,0,0,0,0,8
Dr. Manjunath S,Nephrologist, Bangalore, SS SPARSH Hospital (Mysore Road) Bangalore,15,0,0,0,0,0,1
Dr. Jagdeep Singh,Medical Gastroenterologist, Amritsar," Fortis Escorts Hospital, Amritsar",10,0,0,0,0,0,4
Dr. Paramdeep Sandhu,Cardiac Surgeon, Ludhiana, Fortis Hospital Ludhiana,13,0,0,0,0,0,9
Dr. Randeep Singh,Medical Oncologist, Gurgaon," Narayana Superspeciality Hospital, Gurgaon",15,0,0,0,0,0,3
Dr. Sachin Kandhari,Neurosurgeon, New Delhi,", Spine Surgeon",0,0,0,0,0,0,4
Dr. Debasish Banerjee,Surgical Gastroenterologist, Kolkata,", Upper Gastrointestinal Tract Surgeon",0,0,0,0,0,0,7
Dr. Abhisar Katiyar,Orthopaedic and Joint Replacement Surgeon, Noida,Hand and Wrist Surgery,0,0,0,0,0,0,7
Dr. Madhu Goel,Gynaecologist and Obstetrician, New Delhi,", Infertility Specialist",0,0,0,0,0,0,4
Dr. Shivani Sabharwal,Gynaecologist and Obstetrician, New Delhi," Apollo Spectra Hospital, New Delhi",11,0,0,0,0,0,10
Dr. Pavan Chebbi,Orthopaedic and Joint Replacement Surgeon, Bangalore,Arthoscopy and Sports Medicine,0,0,0,0,0,0,2
Dr. Vijayashree Saravanan,Gynaecologist and Obstetrician, Chennai," Apollo Spectra Hospital, Chennai",17,0,0,0,0,0,7
Dr. Sajeesh Sahadevan,Gynaecologist and Obstetrician, Calicut," Aster MIMS, Calicut",23,0,0,0,0,0,7
Dr. Prayas Vats,Interventional Radiologist, New Delhi," Fortis Hospital, Shalimar Bagh, New Delhi",10,0,0,0,0,0,8
Dr. Prabhat Kumar Bajpai,General Paediatrician, Faridabad,", Neonatologist",0,0,0,0,0,0,8
Dr. Anurag Aggarwal,Orthopaedic and Joint Replacement Surgeon, Faridabad,Arthoscopy and Sports Medicine,0,0,0,0,0,0,7
Dr. Rajay Kumar,Surgical Oncologist, Mumbai,Colo-Rectal Surgeon,0,0,0,0,0,0,9
Dr. Brahmaraju TJ,Orthopaedic and Joint Replacement Surgeon, Bangalore, SS SPARSH Hospital (Mysore Road) Bangalore,17,0,0,0,0,0,4
Dr. Baljeet Singh Khanduja,ENT Surgeon, Jaipur, Fortis Escorts Hospital Jaipur,13,0,0,0,0,0,2
Dr. Mohan Kulhari,ENT Surgeon, Jaipur, Fortis Escorts Hospital Jaipur,14,0,0,0,0,0,1
Dr. Sohani Verma,Gynaecologist and Obstetrician, New Delhi," Indraprastha Apollo Hospital, New Delhi",22,0,0,0,0,0,10
Dr. Sachin Suresh Babu,Neurologist, Calicut," Aster MIMS, Calicut",15,0,0,0,0,0,5
Dr. Ajit Sowani,Neurologist, Ahmedabad," Zydus Hospital, Ahmedabad",33,0,0,0,0,0,3
Dr. Bivek Kumar,Urologist and Andrologist, Bangalore," Apollo Spectra Hospital, Bangalore",11,0,0,0,0,0,6
Dr. Gayathri Karthik,Gynaecologist and Obstetrician, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,21,0,0,0,0,0,2
Dr. Baljeet Singh Khanduja,ENT Surgeon, Jaipur, Fortis Escorts Hospital Jaipur,13,0,0,0,0,0,4
Dr. Mohan Kulhari,ENT Surgeon, Jaipur, Fortis Escorts Hospital Jaipur,14,0,0,0,0,0,8
Dr. Sohani Verma,Gynaecologist and Obstetrician, New Delhi," Indraprastha Apollo Hospital, New Delhi",22,0,0,0,0,0,2
Dr. Sachin Suresh Babu,Neurologist, Calicut," Aster MIMS, Calicut",15,0,0,0,0,0,2
Dr. Ajit Sowani,Neurologist, Ahmedabad," Zydus Hospital, Ahmedabad",33,0,0,0,0,0,3
Dr. Bivek Kumar,Urologist and Andrologist, Bangalore," Apollo Spectra Hospital, Bangalore",11,0,0,0,0,0,1
Dr. Gayathri Karthik,Gynaecologist and Obstetrician, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,21,0,0,0,0,0,8
Dr. Hemanth Kumar M,Pulmonologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",13,0,0,0,0,0,9
Dr. Vijay Pillai,Surgical Oncologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",12,0,0,0,0,0,5
Dr. Bipeenchandra Y. Bhamre,Cardiac Surgeon, Mumbai," Saifee Hospital, Mumbai",12,0,0,0,0,0,10
Dr. Nischal Anand,General Surgeon, Noida," Jaypee Hospital, Noida",16,0,0,0,0,0,9
Dr. Nagamalesh U M,Interventional Cardiologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",13,0,0,0,0,0,1
Dr. Sanjiv Agrawal,Interventional Cardiologist, Chennai," Fortis Malar Hospital ,Chennai ",25,0,0,0,0,0,1
Dr. Saurabh Bansal,Obesity and Bariatric Surgeon, Noida," Yatharth Super Specialty Hospital, Greater Noida",10,0,0,0,0,0,5
Dr. Anil Tibrewala,Cosmetic Surgeon, Mumbai," Saifee Hospital, Mumbai",15,0,0,0,0,0,10
Dr. Alok Jain,Neurologist, Amritsar,,10,0,0,0,0,0,4
Dr. Akshay Deshpande,Cosmetic Surgeon, Mumbai," Saifee Hospital, Mumbai",16,0,0,0,0,0,1
Dr. Sameer Gupta ,Neurologist, Faridabad," QRG Health City, Faridabad",18,0,0,0,0,0,7
Dr. Shweta Malhotra,Pediatric Endocrinologist, Faridabad,", Pediatric Gastroenterologist",0,0,0,0,0,0,5
Dr. Sanjay Goja,Liver Transplant Surgeon, Bangalore," Narayana Multispeciality Hospital, Bangalore",14,0,0,0,0,0,9
Dr. Vivek Vaid,Neurosurgeon, Jaipur,", Spine Surgeon",0,0,0,0,0,0,3
Dr. Fazal Nabi,General Paediatrician, Mumbai," Jaslok Hospital, Mumbai",15,0,0,0,0,0,5
Dr. Anilasre Atluri,Gynaecologist and Obstetrician, Chennai," Apollo Spectra Hospital, Chennai",13,0,0,0,0,0,7
Dr. Ashwini,Gynaecologist and Obstetrician, Hyderabad,,27,0,0,0,0,0,7
Dr. Nanda Rajneesh,General Surgeon, Bangalore," Apollo Spectra Hospital, Bangalore",25,0,0,0,0,0,3
Dr. Alifiya S Bapai,Gynaecologist and Obstetrician, Mumbai," Saifee Hospital, Mumbai",13,0,0,0,0,0,6
Dr. Amit Sharma,Spine Surgeon, Mumbai," Saifee Hospital, Mumbai",10,0,0,0,0,0,7
Dr. Moni Abraham Kuriakose,Surgical Oncologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",16,0,0,0,0,0,3
 Dr. Preeti Prabhakar Shetty,Gynaecologist and Obstetrician, Bangalore, Apollo Hospital (Bannerghatta Road) Bangalore ,20,0,0,0,0,0,8
Dr. Y. Sandeep Reddy,Nephrologist, Hyderabad," Global Hospitals, Hyderabad",12,0,0,0,0,0,10
Dr. Moni Abraham Kuriakose,Surgical Oncologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",16,0,0,0,0,0,10
 Dr. Preeti Prabhakar Shetty,Gynaecologist and Obstetrician, Bangalore, Apollo Hospital (Bannerghatta Road) Bangalore ,20,0,0,0,0,0,8
Dr. Y. Sandeep Reddy,Nephrologist, Hyderabad," Global Hospitals, Hyderabad",12,0,0,0,0,0,4
